Country,year,suicides/100k male,suicides/100k female,Suicide Ratio (M/F),Average Suicide
Austria,1997,39.145,10.438333333333334,3.75011975091809,24.791666666666668
Austria,1998,38.608333333333334,9.621666666666666,4.012645071886368,24.115000000000002
Austria,1999,35.72666666666667,10.99,3.250834091598423,23.358333333333334
Austria,2000,37.638333333333335,10.656666666666666,3.531904910853926,24.1475
Austria,2001,33.651666666666664,10.0,3.365166666666666,21.825833333333332
Austria,2002,37.50666666666667,8.646666666666667,4.337702390131072,23.076666666666668
Austria,2003,33.57333333333333,9.27,3.6217188061848256,21.421666666666667
Austria,2004,34.15833333333333,8.181666666666667,4.174984721939295,21.169999999999998
Austria,2005,30.901666666666667,8.306666666666667,3.720104333868379,19.604166666666668
Austria,2006,29.296666666666667,7.186666666666667,4.076530612244897,18.241666666666667
Austria,2007,28.638333333333332,7.579999999999999,3.778144239226034,18.109166666666667
Austria,2008,29.078333333333333,6.996666666666666,4.15602667937113,18.0375
Austria,2009,28.588333333333335,6.948333333333333,4.114415927080835,17.768333333333334
Austria,2010,27.973333333333333,6.618333333333333,4.226643162931252,17.295833333333334
Austria,2011,28.26166666666667,6.986666666666667,4.045085877862595,17.624166666666667
Austria,2012,27.798333333333332,6.64,4.186495983935743,17.219166666666666
Austria,2013,28.105,7.248333333333334,3.877443090365601,17.676666666666666
Austria,2014,27.61666666666667,7.353333333333333,3.7556663644605632,17.485000000000003
Austria,2015,25.91333333333333,6.523333333333333,3.972406745017884,16.218333333333334
Azerbaijan,1995,2.0633333333333335,0.31666666666666665,6.515789473684212,1.19
Azerbaijan,1996,2.1766666666666667,0.795,2.737945492662474,1.4858333333333333
Azerbaijan,1997,2.558333333333333,0.54,4.737654320987653,1.5491666666666666
Azerbaijan,1998,1.0983333333333334,0.68,1.6151960784313726,0.8891666666666667
Azerbaijan,1999,1.1833333333333333,0.24666666666666667,4.797297297297297,0.715
Azerbaijan,2000,1.655,0.7466666666666666,2.216517857142857,1.2008333333333332
Azerbaijan,2001,6.898333333333333,3.11,2.2181136120042875,5.004166666666666
Azerbaijan,2002,2.6,0.6366666666666666,4.083769633507854,1.6183333333333334
Azerbaijan,2003,3.078333333333333,1.4333333333333333,2.147674418604651,2.2558333333333334
Azerbaijan,2004,1.6683333333333332,1.3866666666666667,1.2031249999999998,1.5274999999999999
Azerbaijan,2007,1.585,0.38666666666666666,4.099137931034483,0.9858333333333333
Bahamas,1995,1.1933333333333334,0.0,inf,0.5966666666666667
Bahamas,1996,1.6366666666666667,0.0,inf,0.8183333333333334
Bahamas,1997,1.1916666666666667,0.0,inf,0.5958333333333333
Bahamas,1998,1.8483333333333334,0.0,inf,0.9241666666666667
Bahamas,1999,3.17,0.6566666666666666,4.8274111675126905,1.9133333333333333
Bahamas,2000,5.051666666666667,1.7249999999999999,2.9285024154589374,3.388333333333333
Bahamas,2001,0.4466666666666667,0.0,inf,0.22333333333333336
Bahamas,2002,1.6616666666666664,0.0,inf,0.8308333333333332
Bahamas,2003,0.41500000000000004,0.0,inf,0.20750000000000002
Bahamas,2004,0.9883333333333333,0.0,inf,0.49416666666666664
Bahamas,2005,1.5999999999999999,0.62,2.5806451612903225,1.1099999999999999
Bahamas,2006,0.9400000000000001,0.0,inf,0.47000000000000003
Bahamas,2007,1.8966666666666667,0.34,5.578431372549019,1.1183333333333334
Bahamas,2008,2.0816666666666666,0.0,inf,1.0408333333333333
Bahamas,2009,2.341666666666667,0.32166666666666666,7.279792746113991,1.3316666666666668
Bahamas,2010,7.695,2.025,3.8000000000000003,4.86
Bahamas,2011,1.593333333333333,0.5716666666666667,2.787172011661807,1.0824999999999998
Bahamas,2012,1.6666666666666667,0.3066666666666667,5.434782608695651,0.9866666666666667
Bahamas,2013,2.013333333333333,0.305,6.601092896174863,1.1591666666666667
Bahrain,1997,0.0,0.0,,0.0
Bahrain,1998,0.0,0.0,,0.0
Bahrain,1999,2.815,0.9283333333333332,3.0323159784560145,1.8716666666666666
Bahrain,2000,5.141666666666667,0.3133333333333333,16.409574468085108,2.7275
Bahrain,2001,4.261666666666667,0.8483333333333333,5.023575638506877,2.555
Bahrain,2002,2.8216666666666668,1.7916666666666667,1.5748837209302327,2.3066666666666666
Bahrain,2003,4.083333333333333,1.315,3.1051964512040557,2.6991666666666667
Bahrain,2004,7.411666666666666,1.6233333333333333,4.5657084188911705,4.5175
Bahrain,2005,5.148333333333333,1.555,3.3108252947481245,3.3516666666666666
Bahrain,2006,2.27,2.2600000000000002,1.0044247787610618,2.265
Bahrain,2007,4.246666666666667,1.1016666666666668,3.854765506807867,2.674166666666667
Bahrain,2008,3.203333333333333,1.445,2.216839677047289,2.3241666666666667
Bahrain,2009,3.1483333333333334,0.9499999999999998,3.314035087719299,2.049166666666667
Bahrain,2010,1.3499999999999999,0.6316666666666667,2.1372031662269126,0.9908333333333332
Bahrain,2011,1.4483333333333333,1.0450000000000002,1.3859649122807014,1.2466666666666666
Bahrain,2012,1.2966666666666666,0.15,8.644444444444444,0.7233333333333333
Bahrain,2013,0.41500000000000004,0.0,inf,0.20750000000000002
Bahrain,2014,0.9366666666666666,0.15,6.2444444444444445,0.5433333333333333
Barbados,1995,8.593333333333334,3.455,2.4872165943077666,6.024166666666667
Barbados,2000,5.361666666666667,0.8266666666666667,6.485887096774194,3.094166666666667
Barbados,2001,1.4416666666666667,0.0,inf,0.7208333333333333
Barbados,2002,0.0,0.0,,0.0
Barbados,2003,0.0,0.0,,0.0
Barbados,2004,1.2983333333333333,0.0,inf,0.6491666666666667
Barbados,2005,0.43,0.0,inf,0.215
Barbados,2006,7.5633333333333335,0.0,inf,3.7816666666666667
Barbados,2007,0.0,0.0,,0.0
Barbados,2008,0.0,0.385,0.0,0.1925
Barbados,2009,4.8,0.0,inf,2.4
Barbados,2010,1.27,0.0,inf,0.635
Barbados,2011,0.0,0.0,,0.0
Barbados,2012,0.0,0.0,,0.0
Barbados,2013,0.0,0.0,,0.0
Belarus,1995,57.815,9.52,6.073004201680672,33.6675
Belarus,1996,65.49333333333334,10.458333333333334,6.262310756972112,37.975833333333334
Belarus,1997,63.525,10.891666666666666,5.8324407039020665,37.20833333333333
Belarus,1998,64.88666666666667,11.053333333333333,5.870325693606755,37.97
Belarus,1999,64.40666666666667,10.653333333333334,6.045682102628285,37.53
Belarus,2000,64.50166666666667,10.048333333333334,6.4191408193730295,37.275
Belarus,2001,60.06166666666667,9.88,6.079116059379217,34.97083333333333
Belarus,2002,58.535,9.965,5.874059207225288,34.25
Belarus,2003,63.525,10.618333333333334,5.9825773034060585,37.071666666666665
Belarus,2007,50.550000000000004,8.764999999999999,5.767256132344554,29.657500000000002
Belarus,2008,49.998333333333335,8.695,5.750239601303431,29.346666666666668
Belarus,2009,52.85833333333334,9.731666666666667,5.431580750128447,31.295000000000005
Belarus,2010,47.635,7.695,6.190383365821962,27.665
Belarus,2011,42.37166666666666,7.521666666666667,5.633281630844227,24.946666666666665
Belarus,2013,38.88,6.673333333333333,5.826173826173827,22.776666666666667
Belarus,2014,36.623333333333335,5.528333333333333,6.624660838106723,21.075833333333335
Belgium,1995,36.160000000000004,11.49,3.1470844212358577,23.825000000000003
Belgium,1996,34.32,10.27,3.3417721518987342,22.295
Belgium,1997,36.69,10.766666666666666,3.4077399380804954,23.72833333333333
Belgium,1998,33.833333333333336,10.29,3.2879818594104315,22.061666666666667
Belgium,1999,29.545,8.905,3.3177989893318363,19.225
Belgium,2000,33.685,10.948333333333332,3.076724006698128,22.316666666666666
Belgium,2001,33.09666666666667,10.44,3.170178799489145,21.768333333333334
Belgium,2002,31.453333333333333,9.856666666666667,3.1910720324653363,20.655
Belgium,2003,31.80666666666667,9.648333333333333,3.296596994299534,20.7275
Belgium,2004,29.366666666666664,9.143333333333333,3.2118118847976667,19.255
Belgium,2005,29.430000000000003,9.195,3.200652528548124,19.3125
Belgium,2006,26.865,8.951666666666666,3.0011171104077454,17.90833333333333
Belgium,2007,25.956666666666667,8.805,2.9479462426651524,17.380833333333335
Belgium,2008,27.846666666666664,9.076666666666666,3.067939772309952,18.461666666666666
Belgium,2009,27.450000000000003,8.941666666666666,3.0698974836905877,18.195833333333333
Belgium,2010,27.715,8.981666666666667,3.0857301911300796,18.348333333333333
Belgium,2011,28.176666666666666,9.608333333333333,2.9325238508239377,18.8925
Belgium,2012,27.715,8.473333333333334,3.270849724626278,18.094166666666666
Belgium,2013,25.14833333333333,8.443333333333333,2.9784840110540856,16.79583333333333
Belgium,2014,24.834999999999997,8.806666666666667,2.82002271006813,16.820833333333333
Belgium,2015,24.075000000000003,8.701666666666666,2.7667113579773996,16.388333333333335
Belize,1995,23.28,0.715,32.55944055944056,11.9975
Belize,1996,10.215000000000002,0.0,inf,5.107500000000001
Belize,1997,0.9616666666666666,0.0,inf,0.4808333333333333
Belize,1998,12.691666666666668,0.9383333333333334,13.525754884547071,6.815
Belize,1999,13.953333333333333,0.0,inf,6.976666666666667
Belize,2000,23.75,3.0500000000000003,7.786885245901638,13.4
Belize,2001,23.811666666666667,1.4716666666666667,16.180067950169875,12.641666666666667
Belize,2002,8.28,3.323333333333333,2.4914744232698096,5.801666666666666
Belize,2003,7.095,2.7383333333333333,2.5909920876445525,4.916666666666666
Belize,2004,17.37333333333333,2.19,7.9330289193302885,9.781666666666666
Belize,2005,7.098333333333334,0.585,12.133903133903136,3.841666666666667
Belize,2006,5.295,1.0250000000000001,5.165853658536585,3.16
Belize,2007,11.946666666666667,1.135,10.525697503671072,6.5408333333333335
Belize,2008,13.703333333333333,0.69,19.859903381642514,7.196666666666666
Belize,2009,7.385000000000001,2.2416666666666667,3.2944237918215618,4.8133333333333335
Belize,2010,9.231666666666667,1.015,9.095238095238097,5.123333333333334
Belize,2011,23.08666666666667,2.4633333333333334,9.37212449255751,12.775000000000002
Belize,2012,11.280000000000001,0.9616666666666666,11.729636048526865,6.120833333333334
Belize,2013,8.931666666666667,0.4683333333333333,19.0711743772242,4.7
Belize,2014,12.361666666666666,2.796666666666667,4.420143027413587,7.579166666666667
Belize,2015,20.055,2.521666666666667,7.953073364177131,11.288333333333334
Bosnia and Herzegovina,2011,0.21833333333333335,0.0,inf,0.10916666666666668
Bosnia and Herzegovina,2014,14.58,3.67,3.9727520435967305,9.125
Brazil,1995,10.343333333333332,2.1966666666666668,4.70864946889226,6.27
Brazil,1996,10.0,2.2216666666666667,4.50112528132033,6.110833333333334
Brazil,1997,10.715000000000002,2.085,5.1390887290167875,6.4
Brazil,1998,10.341666666666667,2.1666666666666665,4.773076923076924,6.254166666666666
Brazil,1999,9.584999999999999,1.6900000000000002,5.671597633136094,5.637499999999999
Brazil,2000,9.466666666666667,1.905,4.969378827646544,5.685833333333333
Brazil,2001,10.293333333333333,1.955,5.265132139812446,6.1241666666666665
Brazil,2002,9.421666666666667,2.2066666666666666,4.26963746223565,5.814166666666667
Brazil,2003,9.366666666666667,1.9783333333333335,4.734625105307498,5.6725
Brazil,2004,9.673333333333334,2.03,4.765188834154352,5.851666666666667
Brazil,2005,10.174999999999999,2.091666666666667,4.864541832669322,6.133333333333333
Brazil,2006,9.656666666666666,1.9933333333333332,4.844481605351171,5.824999999999999
Brazil,2007,9.905,2.0416666666666665,4.851428571428571,5.973333333333333
Brazil,2008,9.98,2.055,4.856447688564477,6.0175
Brazil,2009,9.74,1.9883333333333333,4.898575020955574,5.864166666666667
Brazil,2010,9.891666666666667,2.23,4.435724962630792,6.060833333333334
Brazil,2011,9.898333333333333,2.17,4.561443932411675,6.034166666666667
Brazil,2012,10.096666666666668,2.311666666666667,4.367700072098053,6.2041666666666675
Brazil,2013,9.975,2.26,4.413716814159292,6.1175
Brazil,2014,9.981666666666667,2.2066666666666666,4.523413897280967,6.094166666666667
Brazil,2015,10.565,2.3433333333333333,4.508534850640114,6.454166666666667
Bulgaria,1995,34.23166666666666,12.076666666666666,2.834529395528567,23.154166666666665
Bulgaria,1996,36.968333333333334,12.398333333333333,2.9817179728458125,24.683333333333334
Bulgaria,1997,32.986666666666665,13.073333333333332,2.5232024477307498,23.029999999999998
Bulgaria,1998,36.375,14.393333333333333,2.527211672070403,25.384166666666665
Bulgaria,1999,32.14666666666667,9.638333333333334,3.3352931004668855,20.892500000000002
Bulgaria,2000,32.053333333333335,11.149999999999999,2.874738415545591,21.601666666666667
Bulgaria,2001,30.123333333333335,10.646666666666667,2.829367564182843,20.385
Bulgaria,2002,31.439999999999998,9.785,3.213081246806336,20.612499999999997
Bulgaria,2003,26.423333333333336,8.185,3.2282630828751784,17.304166666666667
Bulgaria,2004,23.823333333333334,6.863333333333333,3.471102476930549,15.343333333333334
Bulgaria,2005,22.401666666666667,7.2749999999999995,3.0792668957617413,14.838333333333333
Bulgaria,2006,24.661666666666665,6.426666666666666,3.8373962655601663,15.544166666666666
Bulgaria,2007,22.278333333333332,6.683333333333334,3.3334164588528674,14.480833333333333
Bulgaria,2008,21.796666666666667,6.593333333333334,3.3058645096056622,14.195
Bulgaria,2009,20.115,5.621666666666666,3.5781203676252593,12.868333333333332
Bulgaria,2010,20.851666666666667,5.523333333333333,3.7751961375980687,13.1875
Bulgaria,2011,17.923333333333336,4.33,4.139337952270978,11.126666666666669
Bulgaria,2012,21.798333333333332,5.5633333333333335,3.918214499700419,13.680833333333332
Bulgaria,2013,18.205000000000002,4.155,4.381468110709988,11.180000000000001
Bulgaria,2014,18.243333333333332,5.051666666666667,3.6113493896403823,11.647499999999999
Cabo Verde,2011,19.653333333333332,2.6533333333333333,7.407035175879397,11.153333333333332
Canada,1995,22.18166666666667,5.071666666666666,4.373644429838976,13.626666666666667
Canada,1996,22.099999999999998,5.048333333333333,4.377682403433476,13.574166666666665
Canada,1997,20.471666666666668,4.766666666666667,4.294755244755245,12.619166666666667
Canada,1998,20.101666666666667,4.918333333333334,4.087089122331412,12.51
Canada,1999,21.358333333333334,5.048333333333333,4.230769230769232,13.203333333333333
Canada,2000,18.483333333333334,4.683333333333334,3.9466192170818504,11.583333333333334
Canada,2001,18.116666666666667,4.788333333333333,3.7835015663069966,11.4525
Canada,2002,18.366666666666667,4.588333333333334,4.0029059208136575,11.477500000000001
Canada,2003,18.06,4.818333333333333,3.7481840193704596,11.439166666666665
Canada,2004,17.085,4.858333333333333,3.51663807890223,10.971666666666668
Canada,2005,17.268333333333334,5.038333333333333,3.427390009923917,11.153333333333334
Canada,2006,16.518333333333334,4.553333333333334,3.627745241581259,10.535833333333334
Canada,2007,16.385,4.8566666666666665,3.3737131091283463,10.620833333333334
Canada,2008,16.39166666666667,4.873333333333333,3.3635430916552673,10.6325
Canada,2009,16.985,4.793333333333334,3.54346314325452,10.889166666666666
Canada,2010,16.98,5.131666666666667,3.308866515102306,11.055833333333334
Canada,2011,15.781666666666666,5.055,3.12199142762941,10.418333333333333
Canada,2012,16.361666666666668,4.951666666666667,3.304274654998317,10.656666666666668
Canada,2013,16.863333333333333,5.318333333333333,3.170792854904419,11.090833333333332
Chile,1995,16.150000000000002,2.0016666666666665,8.068276436303083,9.075833333333334
Chile,1996,14.126666666666667,1.8250000000000002,7.740639269406392,7.975833333333334
Chile,1997,14.745,1.9433333333333334,7.587478559176672,8.344166666666666
Chile,1998,16.183333333333334,2.111666666666667,7.663772691397001,9.1475
Chile,1999,16.615,2.0283333333333333,8.191454396055875,9.321666666666665
Chile,2000,22.051666666666666,2.811666666666667,7.842916419679904,12.431666666666667
Chile,2001,21.599999999999998,2.9966666666666666,7.208008898776418,12.298333333333332
Chile,2002,21.493333333333336,3.3866666666666667,6.346456692913386,12.440000000000001
Chile,2003,22.174999999999997,3.4149999999999996,6.493411420204978,12.794999999999998
Chile,2004,22.52333333333333,3.4250000000000003,6.576155717761556,12.974166666666665
Chile,2005,21.241666666666667,3.33,6.378878878878879,12.285833333333333
Chile,2006,22.39,3.453333333333333,6.483590733590734,12.921666666666667
Chile,2007,20.998333333333335,4.155,5.053750501403931,12.576666666666668
Chile,2008,23.088333333333335,4.891666666666667,4.719931856899489,13.99
Chile,2009,24.14333333333333,4.906666666666667,4.920516304347825,14.524999999999999
Chile,2010,22.853333333333335,4.293333333333333,5.322981366459628,13.573333333333334
Chile,2011,22.655,4.151666666666666,5.456844640706544,13.403333333333334
Chile,2012,21.123333333333335,3.611666666666667,5.848638670973696,12.367500000000001
Chile,2013,18.871666666666666,3.5483333333333333,5.318459370596524,11.209999999999999
Chile,2014,19.56833333333333,3.3266666666666667,5.882264529058116,11.4475
Chile,2015,20.31833333333333,4.295,4.73069460613116,12.306666666666665
Colombia,1995,6.918333333333333,1.3550000000000002,5.105781057810577,4.136666666666667
Colombia,1996,7.465,1.3966666666666667,5.344868735083532,4.430833333333333
Colombia,1997,7.3116666666666665,1.4833333333333334,4.929213483146067,4.3975
Colombia,1998,11.21,2.4033333333333333,4.664355062413315,6.806666666666667
Colombia,1999,11.696666666666665,2.32,5.041666666666666,7.008333333333333
Colombia,2000,12.341666666666667,2.6216666666666666,4.707565162110617,7.4816666666666665
Colombia,2001,12.081666666666665,2.63,4.593789607097592,7.355833333333333
Colombia,2002,10.973333333333334,2.5900000000000003,4.236808236808237,6.781666666666667
Colombia,2003,10.615,2.6933333333333334,3.941212871287129,6.654166666666667
Colombia,2004,11.62,2.421666666666667,4.798348245010323,7.020833333333333
Colombia,2005,10.361666666666666,2.111666666666667,4.906866614048934,6.236666666666666
Colombia,2006,11.018333333333333,2.05,5.37479674796748,6.534166666666666
Colombia,2007,10.448333333333332,1.9266666666666667,5.423010380622837,6.1875
Colombia,2008,10.418333333333333,1.9516666666666669,5.338172502134927,6.185
Colombia,2009,10.398333333333333,1.906666666666667,5.453671328671328,6.1525
Colombia,2010,9.52,1.6866666666666665,5.644268774703558,5.6033333333333335
Colombia,2011,8.889999999999999,1.5899999999999999,5.5911949685534585,5.239999999999999
Colombia,2012,9.411666666666667,1.6633333333333333,5.658316633266534,5.5375000000000005
Colombia,2013,8.913333333333332,1.675,5.32139303482587,5.2941666666666665
Colombia,2014,9.553333333333333,1.55,6.163440860215053,5.551666666666667
Colombia,2015,9.666666666666666,2.066666666666667,4.677419354838709,5.866666666666666
Costa Rica,1995,11.121666666666668,2.0749999999999997,5.3598393574297205,6.598333333333334
Costa Rica,1996,14.473333333333334,1.3366666666666667,10.827930174563592,7.905
Costa Rica,1997,11.656666666666666,1.7816666666666665,6.542563143124416,6.719166666666666
Costa Rica,1998,13.840000000000002,1.5083333333333335,9.175690607734806,7.674166666666667
Costa Rica,1999,13.015,1.1616666666666666,11.203730272596845,7.088333333333334
Costa Rica,2000,12.948333333333332,1.7666666666666666,7.329245283018867,7.3575
Costa Rica,2001,11.113333333333332,1.5583333333333333,7.131550802139036,6.3358333333333325
Costa Rica,2002,14.118333333333332,1.8183333333333334,7.764436296975251,7.968333333333333
Costa Rica,2003,16.933333333333334,2.38,7.114845938375351,9.656666666666666
Costa Rica,2004,14.501666666666667,2.2849999999999997,6.346462436177974,8.393333333333333
Costa Rica,2005,11.443333333333333,1.6783333333333335,6.818272095332671,6.560833333333333
Costa Rica,2006,13.966666666666667,2.8383333333333334,4.920728126834997,8.4025
Costa Rica,2007,10.676666666666668,1.8816666666666666,5.674047829937999,6.279166666666667
Costa Rica,2008,10.201666666666666,1.8433333333333335,5.5343580470162745,6.0225
Costa Rica,2009,11.165,1.7300000000000002,6.453757225433525,6.4475
Costa Rica,2010,12.358333333333334,1.7000000000000002,7.269607843137255,7.029166666666667
Costa Rica,2011,12.648333333333333,2.3233333333333333,5.444045911047346,7.485833333333334
Costa Rica,2012,11.843333333333334,1.6166666666666665,7.32577319587629,6.73
Costa Rica,2013,13.221666666666666,1.655,7.9889224572004025,7.438333333333333
Costa Rica,2014,9.743333333333334,2.065,4.718321226795804,5.904166666666667
Croatia,1995,39.891666666666666,11.031666666666666,3.6161051518356246,25.461666666666666
Croatia,1996,43.428333333333335,12.37,3.5107787658313128,27.899166666666666
Croatia,1997,39.111666666666665,13.171666666666667,2.969378716942933,26.141666666666666
